"year","jurisdiction","title1","avg.scale.score","accommodations.permitted"
1994,"North Carolina","Yes, for students",NA,"no"
1994,"North Carolina","No",NA,"no"
1998,"North Carolina","Yes, for school purp",NA,"yes"
1998,"North Carolina","Yes, for school purp",NA,"no"
1998,"North Carolina","Yes, for students",NA,"yes"
1998,"North Carolina","Yes, for students",NA,"no"
1998,"North Carolina","No",NA,"yes"
1998,"North Carolina","No",NA,"no"
2000,"North Carolina","Yes, for school purp",NA,"yes"
2000,"North Carolina","Yes, for school purp",NA,"no"
2000,"North Carolina","Yes, for students",NA,"yes"
2000,"North Carolina","Yes, for students",NA,"no"
2000,"North Carolina","No",NA,"yes"
2000,"North Carolina","No",NA,"no"
2002,"North Carolina","Yes, for school purp",NA,"yes"
2002,"North Carolina","Yes, for students",NA,"yes"
2002,"North Carolina","No",NA,"yes"
2003,"North Carolina","Yes, for school purp",NA,"yes"
2003,"North Carolina","Yes, for students",NA,"yes"
2003,"North Carolina","No",NA,"yes"
2005,"North Carolina","Yes, for school purp",210.380007632701,"yes"
2005,"North Carolina","Yes, for students",215.729628861374,"yes"
2005,"North Carolina","No",225.082678735446,"yes"
2007,"North Carolina","Yes, for school purp",210.921212999212,"yes"
2007,"North Carolina","Yes, for students",217.769358605907,"yes"
2007,"North Carolina","No",227.5842579867,"yes"
2009,"North Carolina","Yes, for school purp",212.040155982317,"yes"
2009,"North Carolina","Yes, for students",217.902388874455,"yes"
2009,"North Carolina","No",230.482019756735,"yes"
2011,"North Carolina","Yes, for school purp",215.342912839596,"yes"
2011,"North Carolina","Yes, for students",225.678886780323,"yes"
2011,"North Carolina","No",233.369805988991,"yes"
2013,"North Carolina","Yes, for school purp",216.539381670817,"yes"
2013,"North Carolina","Yes, for students",222.310078874572,"yes"
2013,"North Carolina","No",234.600401201696,"yes"
2015,"North Carolina","Yes, for school purp",220.167095608897,"yes"
2015,"North Carolina","Yes, for students",233.189474186855,"yes"
2015,"North Carolina","No",238.539152705216,"yes"
2017,"North Carolina","Yes, for school purp",217.448279445309,"yes"
2017,"North Carolina","Yes, for students",228.196116801124,"yes"
2017,"North Carolina","No",240.99373251582,"yes"
2019,"North Carolina","Yes, for school purp",215.28370313698,"yes"
2019,"North Carolina","Yes, for students",223.698497584586,"yes"
2019,"North Carolina","No",238.203628369389,"yes"
1992,"North Dakota","Yes, for school purp",NA,"no"
1992,"North Dakota","Yes, for students",NA,"no"
1992,"North Dakota","No",NA,"no"
1994,"North Dakota","Yes, for school purp",NA,"no"
1994,"North Dakota","Yes, for students",NA,"no"
1994,"North Dakota","No",NA,"no"
1998,"North Dakota","Yes, for school purp",NA,"yes"
1998,"North Dakota","Yes, for school purp",NA,"no"
1998,"North Dakota","Yes, for students",NA,"yes"
1998,"North Dakota","Yes, for students",NA,"no"
1998,"North Dakota","No",NA,"yes"
1998,"North Dakota","No",NA,"no"
2000,"North Dakota","Yes, for school purp",NA,"yes"
2000,"North Dakota","Yes, for school purp",NA,"no"
2000,"North Dakota","Yes, for students",NA,"yes"
2000,"North Dakota","Yes, for students",NA,"no"
2000,"North Dakota","No",NA,"yes"
2000,"North Dakota","No",NA,"no"
2002,"North Dakota","Yes, for school purp",NA,"yes"
2002,"North Dakota","Yes, for students",NA,"yes"
2002,"North Dakota","No",NA,"yes"
2003,"North Dakota","Yes, for school purp",NA,"yes"
2003,"North Dakota","Yes, for students",NA,"yes"
2003,"North Dakota","No",NA,"yes"
2005,"North Dakota","Yes, for school purp",213.524772508135,"yes"
2005,"North Dakota","Yes, for students",225.508866074392,"yes"
2005,"North Dakota","No",231.068119365542,"yes"
2007,"North Dakota","Yes, for school purp",216.471169957625,"yes"
2007,"North Dakota","Yes, for students",226.511146588182,"yes"
2007,"North Dakota","No",233.806968915262,"yes"
2009,"North Dakota","Yes, for school purp",220.253714096535,"yes"
2009,"North Dakota","Yes, for students",226.242889271076,"yes"
2009,"North Dakota","No",230.301573894918,"yes"
2011,"North Dakota","Yes, for school purp",218.619466244277,"yes"
2011,"North Dakota","Yes, for students",227.633123061297,"yes"
2011,"North Dakota","No",228.581845613205,"yes"
2013,"North Dakota","Yes, for school purp",219.752897737518,"yes"
2013,"North Dakota","Yes, for students",224.817450820256,"yes"
2013,"North Dakota","No",229.525729829676,"yes"
2015,"North Dakota","Yes, for school purp",220.624034151053,"yes"
2015,"North Dakota","Yes, for students",225.923720735044,"yes"
2015,"North Dakota","No",227.940583901904,"yes"
2017,"North Dakota","Yes, for school purp",216.00171812088,"yes"
2017,"North Dakota","Yes, for students",224.090915115581,"yes"
2017,"North Dakota","No",225.51048927325,"yes"
2019,"North Dakota","Yes, for school purp",215.020420441075,"yes"
2019,"North Dakota","Yes, for students",223.685579725885,"yes"
2019,"North Dakota","No",227.584232628539,"yes"
1992,"Ohio","Yes, for school purp",NA,"no"
1992,"Ohio","Yes, for students",NA,"no"
1992,"Ohio","No",NA,"no"
1994,"Ohio","Yes, for school purp",NA,"no"
1994,"Ohio","Yes, for students",NA,"no"
1994,"Ohio","No",NA,"no"
1998,"Ohio","Yes, for school purp",NA,"yes"
1998,"Ohio","Yes, for school purp",NA,"no"
1998,"Ohio","Yes, for students",NA,"yes"
1998,"Ohio","Yes, for students",NA,"no"
1998,"Ohio","No",NA,"yes"
1998,"Ohio","No",NA,"no"
2000,"Ohio","Yes, for school purp",NA,"yes"
2000,"Ohio","Yes, for school purp",NA,"no"
2000,"Ohio","Yes, for students",NA,"yes"
2000,"Ohio","Yes, for students",NA,"no"
2000,"Ohio","No",NA,"yes"
2000,"Ohio","No",NA,"no"
2002,"Ohio","Yes, for school purp",NA,"yes"
2002,"Ohio","Yes, for students",NA,"yes"
2002,"Ohio","No",NA,"yes"
2003,"Ohio","Yes, for school purp",NA,"yes"
2003,"Ohio","Yes, for students",NA,"yes"
2003,"Ohio","No",NA,"yes"
2005,"Ohio","Yes, for school purp",206.512925651068,"yes"
2005,"Ohio","Yes, for students",225.570111793733,"yes"
2005,"Ohio","No",234.442675145301,"yes"
2007,"Ohio","Yes, for school purp",217.702213984771,"yes"
2007,"Ohio","Yes, for students",225.738351503172,"yes"
2007,"Ohio","No",233.970715662358,"yes"
2009,"Ohio","Yes, for school purp",213.494976639477,"yes"
2009,"Ohio","Yes, for students",225.611484203082,"yes"
2009,"Ohio","No",242.260290492906,"yes"
2011,"Ohio","Yes, for school purp",215.405313999104,"yes"
2011,"Ohio","Yes, for students",229.917760304221,"yes"
2011,"Ohio","No",234.816683749888,"yes"
2013,"Ohio","Yes, for school purp",213.415949398985,"yes"
2013,"Ohio","Yes, for students",231.769206594555,"yes"
2013,"Ohio","No",241.190319119226,"yes"
2015,"Ohio","Yes, for school purp",219.498049437126,"yes"
2015,"Ohio","Yes, for students",231.503373054924,"yes"
2015,"Ohio","No",239.877765440353,"yes"
2017,"Ohio","Yes, for school purp",219.095302745841,"yes"
2017,"Ohio","Yes, for students",233.196131856455,"yes"
2017,"Ohio","No",240.060612120775,"yes"
2019,"Ohio","Yes, for school purp",214.734651270378,"yes"
2019,"Ohio","Yes, for students",226.634227200596,"yes"
2019,"Ohio","No",237.80846223344,"yes"
1992,"Oklahoma","Yes, for school purp",NA,"no"
1992,"Oklahoma","Yes, for students",NA,"no"
1992,"Oklahoma","No",NA,"no"
1994,"Oklahoma","Yes, for school purp",NA,"no"
1994,"Oklahoma","Yes, for students",NA,"no"
1994,"Oklahoma","No",NA,"no"
1998,"Oklahoma","Yes, for school purp",NA,"yes"
1998,"Oklahoma","Yes, for school purp",NA,"no"
1998,"Oklahoma","Yes, for students",NA,"yes"
1998,"Oklahoma","Yes, for students",NA,"no"
1998,"Oklahoma","No",NA,"yes"
1998,"Oklahoma","No",NA,"no"
2000,"Oklahoma","Yes, for school purp",NA,"yes"
2000,"Oklahoma","Yes, for school purp",NA,"no"
2000,"Oklahoma","Yes, for students",NA,"yes"
2000,"Oklahoma","Yes, for students",NA,"no"
2000,"Oklahoma","No",NA,"yes"
2000,"Oklahoma","No",NA,"no"
2002,"Oklahoma","Yes, for school purp",NA,"yes"
2002,"Oklahoma","Yes, for students",NA,"yes"
2002,"Oklahoma","No",NA,"yes"
2003,"Oklahoma","Yes, for school purp",NA,"yes"
2003,"Oklahoma","Yes, for students",NA,"yes"
2003,"Oklahoma","No",NA,"yes"
2005,"Oklahoma","Yes, for school purp",208.454757714128,"yes"
2005,"Oklahoma","Yes, for students",217.815325197783,"yes"
2005,"Oklahoma","No",224.256307602503,"yes"
2007,"Oklahoma","Yes, for school purp",211.394131534037,"yes"
2007,"Oklahoma","Yes, for students",219.429484745822,"yes"
2007,"Oklahoma","No",228.137725134178,"yes"
2009,"Oklahoma","Yes, for school purp",211.577167990225,"yes"
2009,"Oklahoma","Yes, for students",222.272130495604,"yes"
2009,"Oklahoma","No",228.942421023322,"yes"
2011,"Oklahoma","Yes, for school purp",210.723208324191,"yes"
2011,"Oklahoma","Yes, for students",218.646711619055,"yes"
2011,"Oklahoma","No",230.356325459675,"yes"
2013,"Oklahoma","Yes, for school purp",213.476256247968,"yes"
2013,"Oklahoma","Yes, for students",222.69223431424,"yes"
2013,"Oklahoma","No",231.148221592824,"yes"
2015,"Oklahoma","Yes, for school purp",219.03999686473,"yes"
2015,"Oklahoma","Yes, for students",224.441370298647,"yes"
2015,"Oklahoma","No",232.620258317721,"yes"
2017,"Oklahoma","Yes, for school purp",210.641355442147,"yes"
2017,"Oklahoma","Yes, for students",222.96795726232,"yes"
2017,"Oklahoma","No",232.494083985834,"yes"
2019,"Oklahoma","Yes, for school purp",212.941254488324,"yes"
2019,"Oklahoma","Yes, for students",221.830361760981,"yes"
2019,"Oklahoma","No",229.863811295428,"yes"
1992,"Oregon","Yes, for school purp",NA,"no"
1992,"Oregon","Yes, for students",NA,"no"
1992,"Oregon","No",NA,"no"
1994,"Oregon","Yes, for school purp",NA,"no"
1994,"Oregon","Yes, for students",NA,"no"
1994,"Oregon","No",NA,"no"
1998,"Oregon","Yes, for school purp",NA,"yes"
1998,"Oregon","Yes, for school purp",NA,"no"
1998,"Oregon","Yes, for students",NA,"yes"
1998,"Oregon","Yes, for students",NA,"no"
1998,"Oregon","No",NA,"yes"
1998,"Oregon","No",NA,"no"
2000,"Oregon","Yes, for school purp",NA,"yes"
2000,"Oregon","Yes, for school purp",NA,"no"
2000,"Oregon","Yes, for students",NA,"yes"
2000,"Oregon","Yes, for students",NA,"no"
2000,"Oregon","No",NA,"yes"
2000,"Oregon","No",NA,"no"
2002,"Oregon","Yes, for school purp",NA,"yes"
2002,"Oregon","Yes, for students",NA,"yes"
2002,"Oregon","No",NA,"yes"
2003,"Oregon","Yes, for school purp",NA,"yes"
2003,"Oregon","Yes, for students",NA,"yes"
2003,"Oregon","No",NA,"yes"
2005,"Oregon","Yes, for school purp",207.331793877543,"yes"
2005,"Oregon","Yes, for students",212.909268860004,"yes"
2005,"Oregon","No",228.319444731257,"yes"
2007,"Oregon","Yes, for school purp",206.848351019698,"yes"
2007,"Oregon","Yes, for students",213.882303150544,"yes"
2007,"Oregon","No",227.566733721864,"yes"
2009,"Oregon","Yes, for school purp",210.321356441773,"yes"
2009,"Oregon","Yes, for students",218.688765605327,"yes"
2009,"Oregon","No",228.656337619656,"yes"
2011,"Oregon","Yes, for school purp",208.700077829802,"yes"
2011,"Oregon","Yes, for students",215.957140019121,"yes"
2011,"Oregon","No",228.797137500445,"yes"
2013,"Oregon","Yes, for school purp",211.975029623562,"yes"
2013,"Oregon","Yes, for students",219.142698222974,"yes"
2013,"Oregon","No",232.580350533991,"yes"
2015,"Oregon","Yes, for school purp",212.292519173834,"yes"
2015,"Oregon","Yes, for students",216.69090038267,"yes"
2015,"Oregon","No",236.258916284196,"yes"
2017,"Oregon","Yes, for school purp",208.127008762819,"yes"
2017,"Oregon","Yes, for students",217.454253611243,"yes"
2017,"Oregon","No",232.15676536018,"yes"
2019,"Oregon","Yes, for school purp",208.890498963166,"yes"
2019,"Oregon","Yes, for students",223.139179060934,"yes"
2019,"Oregon","No",231.843306144476,"yes"
1992,"Pennsylvania","Yes, for school purp",NA,"no"
1992,"Pennsylvania","Yes, for students",NA,"no"
1992,"Pennsylvania","No",NA,"no"
1994,"Pennsylvania","Yes, for school purp",NA,"no"
1994,"Pennsylvania","Yes, for students",NA,"no"
1994,"Pennsylvania","No",NA,"no"
1998,"Pennsylvania","Yes, for school purp",NA,"yes"
1998,"Pennsylvania","Yes, for school purp",NA,"no"
1998,"Pennsylvania","Yes, for students",NA,"yes"
1998,"Pennsylvania","Yes, for students",NA,"no"
1998,"Pennsylvania","No",NA,"yes"
1998,"Pennsylvania","No",NA,"no"
2000,"Pennsylvania","Yes, for school purp",NA,"yes"
2000,"Pennsylvania","Yes, for school purp",NA,"no"
2000,"Pennsylvania","Yes, for students",NA,"yes"
2000,"Pennsylvania","Yes, for students",NA,"no"
2000,"Pennsylvania","No",NA,"yes"
2000,"Pennsylvania","No",NA,"no"
2002,"Pennsylvania","Yes, for school purp",NA,"yes"
2002,"Pennsylvania","Yes, for students",NA,"yes"
2002,"Pennsylvania","No",NA,"yes"
2003,"Pennsylvania","Yes, for school purp",NA,"yes"
2003,"Pennsylvania","Yes, for students",NA,"yes"
2003,"Pennsylvania","No",NA,"yes"
2005,"Pennsylvania","Yes, for school purp",200.560602657594,"yes"
2005,"Pennsylvania","Yes, for students",226.406834654023,"yes"
2005,"Pennsylvania","No",233.682507995948,"yes"
2007,"Pennsylvania","Yes, for school purp",206.260085705841,"yes"
2007,"Pennsylvania","Yes, for students",229.853355321426,"yes"
2007,"Pennsylvania","No",239.528539667908,"yes"
2009,"Pennsylvania","Yes, for school purp",207.610141382067,"yes"
2009,"Pennsylvania","Yes, for students",227.542474550876,"yes"
2009,"Pennsylvania","No",238.332434130733,"yes"
2011,"Pennsylvania","Yes, for school purp",218.058460041417,"yes"
2011,"Pennsylvania","Yes, for students",232.64131514836,"yes"
2011,"Pennsylvania","No",237.686952704585,"yes"
2013,"Pennsylvania","Yes, for school purp",215.392514633146,"yes"
2013,"Pennsylvania","Yes, for students",233.973959783393,"yes"
2013,"Pennsylvania","No",237.689427304048,"yes"
2015,"Pennsylvania","Yes, for school purp",216.932713278334,"yes"
2015,"Pennsylvania","Yes, for students",235.3040631043,"yes"
2015,"Pennsylvania","No",237.111916275773,"yes"
2017,"Pennsylvania","Yes, for school purp",215.327409633503,"yes"
2017,"Pennsylvania","Yes, for students",229.262909040231,"yes"
2017,"Pennsylvania","No",240.673332378224,"yes"
2019,"Pennsylvania","Yes, for school purp",214.398174780179,"yes"
2019,"Pennsylvania","Yes, for students",225.820392356079,"yes"
2019,"Pennsylvania","No",238.786623633079,"yes"
1992,"Rhode Island","Yes, for school purp",NA,"no"
1992,"Rhode Island","Yes, for students",NA,"no"
1992,"Rhode Island","No",NA,"no"
1994,"Rhode Island","Yes, for school purp",NA,"no"
1994,"Rhode Island","Yes, for students",NA,"no"
1994,"Rhode Island","No",NA,"no"
1998,"Rhode Island","Yes, for school purp",NA,"yes"
1998,"Rhode Island","Yes, for school purp",NA,"no"
1998,"Rhode Island","Yes, for students",NA,"yes"
1998,"Rhode Island","Yes, for students",NA,"no"
1998,"Rhode Island","No",NA,"yes"
1998,"Rhode Island","No",NA,"no"
2000,"Rhode Island","Yes, for school purp",NA,"yes"
2000,"Rhode Island","Yes, for school purp",NA,"no"
2000,"Rhode Island","Yes, for students",NA,"yes"
2000,"Rhode Island","Yes, for students",NA,"no"
2000,"Rhode Island","No",NA,"yes"
2000,"Rhode Island","No",NA,"no"
2002,"Rhode Island","Yes, for school purp",NA,"yes"
2002,"Rhode Island","Yes, for students",NA,"yes"
2002,"Rhode Island","No",NA,"yes"
2003,"Rhode Island","Yes, for school purp",NA,"yes"
2003,"Rhode Island","Yes, for students",NA,"yes"
2003,"Rhode Island","No",NA,"yes"
2005,"Rhode Island","Yes, for school purp",195.198393757271,"yes"
2005,"Rhode Island","Yes, for students",221.790479129879,"yes"
2005,"Rhode Island","No",225.981214935013,"yes"
2007,"Rhode Island","Yes, for school purp",204.542574147718,"yes"
2007,"Rhode Island","Yes, for students",214.883377355199,"yes"
2007,"Rhode Island","No",233.144543255821,"yes"
2009,"Rhode Island","Yes, for school purp",208.699520123749,"yes"
2009,"Rhode Island","Yes, for students",221.384950284066,"yes"
2009,"Rhode Island","No",235.495809130191,"yes"
2011,"Rhode Island","Yes, for school purp",210.671012582133,"yes"
2011,"Rhode Island","Yes, for students",222.744420741686,"yes"
2011,"Rhode Island","No",235.00742318666,"yes"
2013,"Rhode Island","Yes, for school purp",209.306755656389,"yes"
2013,"Rhode Island","Yes, for students",228.617181283863,"yes"
2013,"Rhode Island","No",237.169084249971,"yes"
2015,"Rhode Island","Yes, for school purp",214.680548911602,"yes"
2015,"Rhode Island","Yes, for students",227.409137172033,"yes"
2015,"Rhode Island","No",239.619816002009,"yes"
2017,"Rhode Island","Yes, for school purp",215.501741820608,"yes"
2017,"Rhode Island","Yes, for students",221.429470843463,"yes"
2017,"Rhode Island","No",237.820895176176,"yes"
2019,"Rhode Island","Yes, for school purp",208.687523948604,"yes"
2019,"Rhode Island","Yes, for students",226.68145318413,"yes"
2019,"Rhode Island","No",234.510636876085,"yes"
1992,"South Carolina","Yes, for school purp",NA,"no"
1992,"South Carolina","Yes, for students",NA,"no"
1992,"South Carolina","No",NA,"no"
1994,"South Carolina","Yes, for school purp",NA,"no"
1994,"South Carolina","Yes, for students",NA,"no"
1994,"South Carolina","No",NA,"no"
1998,"South Carolina","Yes, for school purp",NA,"yes"
1998,"South Carolina","Yes, for school purp",NA,"no"
1998,"South Carolina","Yes, for students",NA,"yes"
1998,"South Carolina","Yes, for students",NA,"no"
1998,"South Carolina","No",NA,"yes"
1998,"South Carolina","No",NA,"no"
2000,"South Carolina","Yes, for school purp",NA,"yes"
2000,"South Carolina","Yes, for school purp",NA,"no"
2000,"South Carolina","Yes, for students",NA,"yes"
2000,"South Carolina","Yes, for students",NA,"no"
2000,"South Carolina","No",NA,"yes"
2000,"South Carolina","No",NA,"no"
2002,"South Carolina","Yes, for school purp",NA,"yes"
2002,"South Carolina","Yes, for students",NA,"yes"
2002,"South Carolina","No",NA,"yes"
2003,"South Carolina","Yes, for school purp",NA,"yes"
2003,"South Carolina","Yes, for students",NA,"yes"
2003,"South Carolina","No",NA,"yes"
2005,"South Carolina","Yes, for school purp",205.178831169644,"yes"
2005,"South Carolina","Yes, for students",217.051276665,"yes"
2005,"South Carolina","No",223.383876737423,"yes"
2007,"South Carolina","Yes, for school purp",206.895332967355,"yes"
2007,"South Carolina","Yes, for students",202.197054814887,"yes"
2007,"South Carolina","No",221.939306989926,"yes"
2009,"South Carolina","Yes, for school purp",209.791039416261,"yes"
2009,"South Carolina","Yes, for students",221.4629032596,"yes"
2009,"South Carolina","No",223.488953523424,"yes"
2011,"South Carolina","Yes, for school purp",206.182404929633,"yes"
2011,"South Carolina","Yes, for students",NA,"yes"
2011,"South Carolina","No",224.691921955623,"yes"
2013,"South Carolina","Yes, for school purp",207.073084070804,"yes"
2013,"South Carolina","Yes, for students",NA,"yes"
2013,"South Carolina","No",224.563152443614,"yes"
2015,"South Carolina","Yes, for school purp",210.230303448758,"yes"
2015,"South Carolina","Yes, for students",NA,"yes"
2015,"South Carolina","No",228.309636688071,"yes"
2017,"South Carolina","Yes, for school purp",206.028904584514,"yes"
2017,"South Carolina","Yes, for students",214.047742547781,"yes"
2017,"South Carolina","No",225.726068734933,"yes"
2019,"South Carolina","Yes, for school purp",207.45915572214,"yes"
2019,"South Carolina","Yes, for students",NA,"yes"
2019,"South Carolina","No",228.330290754612,"yes"
1992,"South Dakota","Yes, for school purp",NA,"no"
1992,"South Dakota","Yes, for students",NA,"no"
1992,"South Dakota","No",NA,"no"
1994,"South Dakota","Yes, for school purp",NA,"no"
1994,"South Dakota","Yes, for students",NA,"no"
1994,"South Dakota","No",NA,"no"
1998,"South Dakota","Yes, for school purp",NA,"yes"
1998,"South Dakota","Yes, for school purp",NA,"no"
1998,"South Dakota","Yes, for students",NA,"yes"
1998,"South Dakota","Yes, for students",NA,"no"
1998,"South Dakota","No",NA,"yes"
1998,"South Dakota","No",NA,"no"
2000,"South Dakota","Yes, for school purp",NA,"yes"
2000,"South Dakota","Yes, for school purp",NA,"no"
2000,"South Dakota","Yes, for students",NA,"yes"
2000,"South Dakota","Yes, for students",NA,"no"
2000,"South Dakota","No",NA,"yes"
2000,"South Dakota","No",NA,"no"
2002,"South Dakota","Yes, for school purp",NA,"yes"
2002,"South Dakota","Yes, for students",NA,"yes"
2002,"South Dakota","No",NA,"yes"
2003,"South Dakota","Yes, for school purp",NA,"yes"
2003,"South Dakota","Yes, for students",NA,"yes"
2003,"South Dakota","No",NA,"yes"
2005,"South Dakota","Yes, for school purp",209.985960095383,"yes"
2005,"South Dakota","Yes, for students",226.246547889779,"yes"
2005,"South Dakota","No",228.009319418264,"yes"
2007,"South Dakota","Yes, for school purp",210.817344969208,"yes"
2007,"South Dakota","Yes, for students",226.78271584077,"yes"
2007,"South Dakota","No",235.104637217547,"yes"
2009,"South Dakota","Yes, for school purp",213.77121129049,"yes"
2009,"South Dakota","Yes, for students",225.037243355634,"yes"
2009,"South Dakota","No",232.159207424165,"yes"
2011,"South Dakota","Yes, for school purp",211.00810469487,"yes"
2011,"South Dakota","Yes, for students",222.933412762309,"yes"
2011,"South Dakota","No",229.839196500624,"yes"
2013,"South Dakota","Yes, for school purp",208.238988957674,"yes"
2013,"South Dakota","Yes, for students",224.1653631172,"yes"
2013,"South Dakota","No",230.029131969863,"yes"
2015,"South Dakota","Yes, for school purp",213.404038468677,"yes"
2015,"South Dakota","Yes, for students",226.390958164611,"yes"
2015,"South Dakota","No",230.37997788726,"yes"
2017,"South Dakota","Yes, for school purp",214.629921558236,"yes"
2017,"South Dakota","Yes, for students",228.082379393163,"yes"
2017,"South Dakota","No",227.566425731986,"yes"
2019,"South Dakota","Yes, for school purp",215.76152068864,"yes"
2019,"South Dakota","Yes, for students",224.449720617251,"yes"
2019,"South Dakota","No",228.487361455756,"yes"
1992,"Tennessee","Yes, for school purp",NA,"no"
1992,"Tennessee","Yes, for students",NA,"no"
1992,"Tennessee","No",NA,"no"
1994,"Tennessee","Yes, for school purp",NA,"no"
1994,"Tennessee","Yes, for students",NA,"no"
1994,"Tennessee","No",NA,"no"
1998,"Tennessee","Yes, for school purp",NA,"yes"
1998,"Tennessee","Yes, for school purp",NA,"no"
1998,"Tennessee","Yes, for students",NA,"yes"
1998,"Tennessee","Yes, for students",NA,"no"
1998,"Tennessee","No",NA,"yes"
1998,"Tennessee","No",NA,"no"
2000,"Tennessee","Yes, for school purp",NA,"yes"
2000,"Tennessee","Yes, for school purp",NA,"no"
2000,"Tennessee","Yes, for students",NA,"yes"
2000,"Tennessee","Yes, for students",NA,"no"
2000,"Tennessee","No",NA,"yes"
2000,"Tennessee","No",NA,"no"
2002,"Tennessee","Yes, for school purp",NA,"yes"
2002,"Tennessee","Yes, for students",NA,"yes"
2002,"Tennessee","No",NA,"yes"
2003,"Tennessee","Yes, for school purp",NA,"yes"
2003,"Tennessee","Yes, for students",NA,"yes"
2003,"Tennessee","No",NA,"yes"
2005,"Tennessee","Yes, for school purp",206.909075754287,"yes"
2005,"Tennessee","Yes, for students",216.077327360161,"yes"
2005,"Tennessee","No",227.713433297165,"yes"
2007,"Tennessee","Yes, for school purp",208.05975086246,"yes"
2007,"Tennessee","Yes, for students",218.325415775701,"yes"
2007,"Tennessee","No",229.241348637649,"yes"
2009,"Tennessee","Yes, for school purp",209.179354807417,"yes"
2009,"Tennessee","Yes, for students",212.317850336329,"yes"
2009,"Tennessee","No",228.808311666619,"yes"
2011,"Tennessee","Yes, for school purp",209.899891534165,"yes"
2011,"Tennessee","Yes, for students",228.866177349077,"yes"
2011,"Tennessee","No",232.400124048008,"yes"
2013,"Tennessee","Yes, for school purp",211.321976482682,"yes"
2013,"Tennessee","Yes, for students",NA,"yes"
2013,"Tennessee","No",235.81631330923,"yes"
2015,"Tennessee","Yes, for school purp",211.447893691572,"yes"
2015,"Tennessee","Yes, for students",NA,"yes"
2015,"Tennessee","No",236.919594028152,"yes"
2017,"Tennessee","Yes, for school purp",213.418878221662,"yes"
2017,"Tennessee","Yes, for students",222.08780159501,"yes"
2017,"Tennessee","No",236.906704030205,"yes"
2019,"Tennessee","Yes, for school purp",212.906461618773,"yes"
2019,"Tennessee","Yes, for students",222.642651401325,"yes"
2019,"Tennessee","No",234.437092862999,"yes"
1992,"Texas","Yes, for school purp",NA,"no"
1992,"Texas","Yes, for students",NA,"no"
1992,"Texas","No",NA,"no"
1994,"Texas","Yes, for school purp",NA,"no"
1994,"Texas","Yes, for students",NA,"no"
1994,"Texas","No",NA,"no"
1998,"Texas","Yes, for school purp",NA,"yes"
1998,"Texas","Yes, for school purp",NA,"no"
1998,"Texas","Yes, for students",NA,"yes"
1998,"Texas","Yes, for students",NA,"no"
1998,"Texas","No",NA,"yes"
1998,"Texas","No",NA,"no"
2000,"Texas","Yes, for school purp",NA,"yes"
2000,"Texas","Yes, for school purp",NA,"no"
2000,"Texas","Yes, for students",NA,"yes"
2000,"Texas","Yes, for students",NA,"no"
2000,"Texas","No",NA,"yes"
2000,"Texas","No",NA,"no"
2002,"Texas","Yes, for school purp",NA,"yes"
2002,"Texas","Yes, for students",NA,"yes"
2002,"Texas","No",NA,"yes"
2003,"Texas","Yes, for school purp",NA,"yes"
2003,"Texas","Yes, for students",NA,"yes"
2003,"Texas","No",NA,"yes"
2005,"Texas","Yes, for school purp",211.458687050667,"yes"
2005,"Texas","Yes, for students",225.027578205791,"yes"
2005,"Texas","No",234.744721982524,"yes"
2007,"Texas","Yes, for school purp",214.024786870297,"yes"
2007,"Texas","Yes, for students",221.222683759003,"yes"
2007,"Texas","No",234.022265387153,"yes"
2009,"Texas","Yes, for school purp",212.915755200631,"yes"
2009,"Texas","Yes, for students",214.723708202433,"yes"
2009,"Texas","No",232.418487314337,"yes"
2011,"Texas","Yes, for school purp",213.450972354736,"yes"
2011,"Texas","Yes, for students",217.411148382355,"yes"
2011,"Texas","No",234.911247930555,"yes"
2013,"Texas","Yes, for school purp",211.234720870304,"yes"
2013,"Texas","Yes, for students",218.24749363491,"yes"
2013,"Texas","No",242.567865537384,"yes"
2015,"Texas","Yes, for school purp",214.382106948806,"yes"
2015,"Texas","Yes, for students",213.305072262262,"yes"
2015,"Texas","No",237.745741477589,"yes"
2017,"Texas","Yes, for school purp",210.468203795986,"yes"
2017,"Texas","Yes, for students",205.927772575413,"yes"
2017,"Texas","No",234.080889291639,"yes"
2019,"Texas","Yes, for school purp",209.680084713387,"yes"
2019,"Texas","Yes, for students",213.299049117141,"yes"
2019,"Texas","No",237.031161694946,"yes"
1992,"Utah","Yes, for school purp",NA,"no"
1992,"Utah","Yes, for students",NA,"no"
1992,"Utah","No",NA,"no"
1994,"Utah","Yes, for school purp",NA,"no"
1994,"Utah","Yes, for students",NA,"no"
1994,"Utah","No",NA,"no"
1998,"Utah","Yes, for school purp",NA,"yes"
1998,"Utah","Yes, for school purp",NA,"no"
1998,"Utah","Yes, for students",NA,"yes"
1998,"Utah","Yes, for students",NA,"no"
1998,"Utah","No",NA,"yes"
1998,"Utah","No",NA,"no"
2000,"Utah","Yes, for school purp",NA,"yes"
2000,"Utah","Yes, for school purp",NA,"no"
2000,"Utah","Yes, for students",NA,"yes"
2000,"Utah","Yes, for students",NA,"no"
2000,"Utah","No",NA,"yes"
2000,"Utah","No",NA,"no"
2002,"Utah","Yes, for school purp",NA,"yes"
2002,"Utah","Yes, for students",NA,"yes"
2002,"Utah","No",NA,"yes"
2003,"Utah","Yes, for school purp",NA,"yes"
