"year","jurisdiction","race.ethnicity","avg.scale.score","accommodations.permitted"
2007,"National Avg.","Black",203.401233647908,"yes"
2007,"National Avg.","Hispanic",204.721221175315,"yes"
2007,"National Avg.","Two or more races",224.699629128477,"yes"
2007,"National Avg.","White",230.544649311402,"yes"
2009,"National Avg.","All students",220.94494004277,"yes"
2009,"National Avg.","American Indian/Alaska Native",203.946808077732,"yes"
2009,"National Avg.","Asian/Pacific Islander",234.839638813246,"yes"
2009,"National Avg.","Black",204.514651280414,"yes"
2009,"National Avg.","Hispanic",205.093582505088,"yes"
2009,"National Avg.","Two or more races",226.191346775846,"yes"
2009,"National Avg.","White",230.289326276908,"yes"
2011,"National Avg.","All students",221.214563315162,"yes"
2011,"National Avg.","American Indian/Alaska Native",202.34733655828,"yes"
2011,"National Avg.","Asian/Pacific Islander",234.595681218637,"yes"
2011,"National Avg.","Black",205.295942058513,"yes"
2011,"National Avg.","Hispanic",206.290892089359,"yes"
2011,"National Avg.","Two or more races",226.956822064439,"yes"
2011,"National Avg.","White",230.704472034014,"yes"
2013,"National Avg.","All students",221.832168044373,"yes"
2013,"National Avg.","American Indian/Alaska Native",205.217639827682,"yes"
2013,"National Avg.","Asian/Pacific Islander",235.047133265187,"yes"
2013,"National Avg.","Black",205.691945827326,"yes"
2013,"National Avg.","Hispanic",207.168892527083,"yes"
2013,"National Avg.","Two or more races",226.571686433169,"yes"
2013,"National Avg.","White",231.804340921632,"yes"
2015,"National Avg.","All students",222.51778238114,"yes"
2015,"National Avg.","American Indian/Alaska Native",205.431597808645,"yes"
2015,"National Avg.","Asian/Pacific Islander",238.569678581874,"yes"
2015,"National Avg.","Black",206.308672188118,"yes"
2015,"National Avg.","Hispanic",208.461299127727,"yes"
2015,"National Avg.","Two or more races",227.263014640122,"yes"
2015,"National Avg.","White",232.391619376122,"yes"
2017,"National Avg.","All students",221.892902768779,"yes"
2017,"National Avg.","American Indian/Alaska Native",201.932870210774,"yes"
2017,"National Avg.","Asian/Pacific Islander",238.892975456697,"yes"
2017,"National Avg.","Black",206.245938057977,"yes"
2017,"National Avg.","Hispanic",208.665997457571,"yes"
2017,"National Avg.","Two or more races",227.159025952878,"yes"
2017,"National Avg.","White",231.810360767915,"yes"
2019,"National Avg.","All students",220.474059149004,"yes"
2019,"National Avg.","American Indian/Alaska Native",204.411695549172,"yes"
2019,"National Avg.","Asian/Pacific Islander",237.299457016033,"yes"
2019,"National Avg.","Black",203.52933960889,"yes"
2019,"National Avg.","Hispanic",208.82122765659,"yes"
2019,"National Avg.","Two or more races",225.689873606741,"yes"
2019,"National Avg.","White",230.232942321897,"yes"
1992,"Nebraska","All students",221.176841973787,"no"
1992,"Nebraska","American Indian/Alaska Native",NA,"no"
1992,"Nebraska","Asian/Pacific Islander",NA,"no"
1992,"Nebraska","Black",195.743482535686,"no"
1992,"Nebraska","Hispanic",204.599643229734,"no"
1992,"Nebraska","Two or more races",NA,"no"
1992,"Nebraska","White",223.681981779844,"no"
1994,"Nebraska","All students",220.034963055612,"no"
1994,"Nebraska","American Indian/Alaska Native",NA,"no"
1994,"Nebraska","Asian/Pacific Islander",NA,"no"
1994,"Nebraska","Black",190.049964796058,"no"
1994,"Nebraska","Hispanic",198.721855276995,"no"
1994,"Nebraska","Two or more races",NA,"no"
1994,"Nebraska","White",222.666694923796,"no"
1998,"Nebraska","All students",NA,"yes"
1998,"Nebraska","All students",NA,"no"
1998,"Nebraska","American Indian/Alaska Native",NA,"yes"
1998,"Nebraska","American Indian/Alaska Native",NA,"no"
1998,"Nebraska","Asian/Pacific Islander",NA,"yes"
1998,"Nebraska","Asian/Pacific Islander",NA,"no"
1998,"Nebraska","Black",NA,"yes"
1998,"Nebraska","Black",NA,"no"
1998,"Nebraska","Hispanic",NA,"yes"
1998,"Nebraska","Hispanic",NA,"no"
1998,"Nebraska","Two or more races",NA,"yes"
1998,"Nebraska","Two or more races",NA,"no"
1998,"Nebraska","White",NA,"yes"
1998,"Nebraska","White",NA,"no"
2000,"Nebraska","All students",NA,"yes"
2000,"Nebraska","All students",NA,"no"
2000,"Nebraska","American Indian/Alaska Native",NA,"yes"
2000,"Nebraska","American Indian/Alaska Native",NA,"no"
2000,"Nebraska","Asian/Pacific Islander",NA,"yes"
2000,"Nebraska","Asian/Pacific Islander",NA,"no"
2000,"Nebraska","Black",NA,"yes"
2000,"Nebraska","Black",NA,"no"
2000,"Nebraska","Hispanic",NA,"yes"
2000,"Nebraska","Hispanic",NA,"no"
2000,"Nebraska","Two or more races",NA,"yes"
2000,"Nebraska","Two or more races",NA,"no"
2000,"Nebraska","White",NA,"yes"
2000,"Nebraska","White",NA,"no"
2002,"Nebraska","All students",221.565239248168,"yes"
2002,"Nebraska","American Indian/Alaska Native",NA,"yes"
2002,"Nebraska","Asian/Pacific Islander",NA,"yes"
2002,"Nebraska","Black",208.647776768331,"yes"
2002,"Nebraska","Hispanic",202.999468033584,"yes"
2002,"Nebraska","Two or more races",NA,"yes"
2002,"Nebraska","White",225.813308090714,"yes"
2003,"Nebraska","All students",220.611802066606,"yes"
2003,"Nebraska","American Indian/Alaska Native",NA,"yes"
2003,"Nebraska","Asian/Pacific Islander",NA,"yes"
2003,"Nebraska","Black",203.343246747141,"yes"
2003,"Nebraska","Hispanic",201.656392194245,"yes"
2003,"Nebraska","Two or more races",NA,"yes"
2003,"Nebraska","White",224.658220482587,"yes"
2005,"Nebraska","All students",221.377462774998,"yes"
2005,"Nebraska","American Indian/Alaska Native",NA,"yes"
2005,"Nebraska","Asian/Pacific Islander",NA,"yes"
2005,"Nebraska","Black",193.564697183846,"yes"
2005,"Nebraska","Hispanic",201.923493697606,"yes"
2005,"Nebraska","Two or more races",NA,"yes"
2005,"Nebraska","White",227.687047044552,"yes"
2007,"Nebraska","All students",222.902554305927,"yes"
2007,"Nebraska","American Indian/Alaska Native",NA,"yes"
2007,"Nebraska","Asian/Pacific Islander",NA,"yes"
2007,"Nebraska","Black",193.847659587489,"yes"
2007,"Nebraska","Hispanic",202.693188150103,"yes"
2007,"Nebraska","Two or more races",NA,"yes"
2007,"Nebraska","White",229.8034931953,"yes"
2009,"Nebraska","All students",222.523307331545,"yes"
2009,"Nebraska","American Indian/Alaska Native",NA,"yes"
2009,"Nebraska","Asian/Pacific Islander",230.344786617385,"yes"
2009,"Nebraska","Black",202.918083721439,"yes"
2009,"Nebraska","Hispanic",207.234049163952,"yes"
2009,"Nebraska","Two or more races",NA,"yes"
2009,"Nebraska","White",228.103022091637,"yes"
2011,"Nebraska","All students",223.311726013091,"yes"
2011,"Nebraska","American Indian/Alaska Native",NA,"yes"
2011,"Nebraska","Asian/Pacific Islander",234.226669641725,"yes"
2011,"Nebraska","Black",199.14137585562,"yes"
2011,"Nebraska","Hispanic",208.126125311739,"yes"
2011,"Nebraska","Two or more races",215.706314111538,"yes"
2011,"Nebraska","White",229.672951970878,"yes"
2013,"Nebraska","All students",223.252785111637,"yes"
2013,"Nebraska","American Indian/Alaska Native",NA,"yes"
2013,"Nebraska","Asian/Pacific Islander",231.023103833494,"yes"
2013,"Nebraska","Black",202.113460128501,"yes"
2013,"Nebraska","Hispanic",207.218892186534,"yes"
2013,"Nebraska","Two or more races",222.632918409143,"yes"
2013,"Nebraska","White",229.318163859172,"yes"
2015,"Nebraska","All students",226.634610885937,"yes"
2015,"Nebraska","American Indian/Alaska Native",NA,"yes"
2015,"Nebraska","Asian/Pacific Islander",NA,"yes"
2015,"Nebraska","Black",208.379813510361,"yes"
2015,"Nebraska","Hispanic",207.748014491168,"yes"
2015,"Nebraska","Two or more races",219.277527767835,"yes"
2015,"Nebraska","White",234.02115825718,"yes"
2017,"Nebraska","All students",224.096224936306,"yes"
2017,"Nebraska","American Indian/Alaska Native",NA,"yes"
2017,"Nebraska","Asian/Pacific Islander",224.478939271795,"yes"
2017,"Nebraska","Black",200.522027831476,"yes"
2017,"Nebraska","Hispanic",210.9328169012,"yes"
2017,"Nebraska","Two or more races",218.243554403444,"yes"
2017,"Nebraska","White",230.751150001079,"yes"
2019,"Nebraska","All students",222.362133819339,"yes"
2019,"Nebraska","American Indian/Alaska Native",186.37990819662,"yes"
2019,"Nebraska","Asian/Pacific Islander",NA,"yes"
2019,"Nebraska","Black",198.83142318442,"yes"
2019,"Nebraska","Hispanic",210.057467884788,"yes"
2019,"Nebraska","Two or more races",212.50968672935,"yes"
2019,"Nebraska","White",230.284776086581,"yes"
1992,"Nevada","All students",NA,"no"
1992,"Nevada","American Indian/Alaska Native",NA,"no"
1992,"Nevada","Asian/Pacific Islander",NA,"no"
1992,"Nevada","Black",NA,"no"
1992,"Nevada","Hispanic",NA,"no"
1992,"Nevada","Two or more races",NA,"no"
1992,"Nevada","White",NA,"no"
1994,"Nevada","All students",NA,"no"
1994,"Nevada","American Indian/Alaska Native",NA,"no"
1994,"Nevada","Asian/Pacific Islander",NA,"no"
1994,"Nevada","Black",NA,"no"
1994,"Nevada","Hispanic",NA,"no"
1994,"Nevada","Two or more races",NA,"no"
1994,"Nevada","White",NA,"no"
1998,"Nevada","All students",205.78635595221,"yes"
1998,"Nevada","All students",207.597930057282,"no"
1998,"Nevada","American Indian/Alaska Native",NA,"yes"
1998,"Nevada","American Indian/Alaska Native",NA,"no"
1998,"Nevada","Asian/Pacific Islander",211.841583854256,"yes"
1998,"Nevada","Asian/Pacific Islander",213.423795857594,"no"
1998,"Nevada","Black",183.200320092547,"yes"
1998,"Nevada","Black",187.762939211357,"no"
1998,"Nevada","Hispanic",188.625016657981,"yes"
1998,"Nevada","Hispanic",191.337594675585,"no"
1998,"Nevada","Two or more races",NA,"yes"
1998,"Nevada","Two or more races",NA,"no"
1998,"Nevada","White",213.272036769304,"yes"
1998,"Nevada","White",214.280792705685,"no"
2000,"Nevada","All students",NA,"yes"
2000,"Nevada","All students",NA,"no"
2000,"Nevada","American Indian/Alaska Native",NA,"yes"
2000,"Nevada","American Indian/Alaska Native",NA,"no"
2000,"Nevada","Asian/Pacific Islander",NA,"yes"
2000,"Nevada","Asian/Pacific Islander",NA,"no"
2000,"Nevada","Black",NA,"yes"
2000,"Nevada","Black",NA,"no"
2000,"Nevada","Hispanic",NA,"yes"
2000,"Nevada","Hispanic",NA,"no"
2000,"Nevada","Two or more races",NA,"yes"
2000,"Nevada","Two or more races",NA,"no"
2000,"Nevada","White",NA,"yes"
2000,"Nevada","White",NA,"no"
2002,"Nevada","All students",209.129161847526,"yes"
2002,"Nevada","American Indian/Alaska Native",NA,"yes"
2002,"Nevada","Asian/Pacific Islander",220.00886318165,"yes"
2002,"Nevada","Black",195.613552142062,"yes"
2002,"Nevada","Hispanic",195.371154062616,"yes"
2002,"Nevada","Two or more races",NA,"yes"
2002,"Nevada","White",217.79639966421,"yes"
2003,"Nevada","All students",206.959682725248,"yes"
2003,"Nevada","American Indian/Alaska Native",190.461885524697,"yes"
2003,"Nevada","Asian/Pacific Islander",214.159629898142,"yes"
2003,"Nevada","Black",192.566776585613,"yes"
2003,"Nevada","Hispanic",192.138591611123,"yes"
2003,"Nevada","Two or more races",NA,"yes"
2003,"Nevada","White",217.444956606461,"yes"
2005,"Nevada","All students",207.186974378559,"yes"
2005,"Nevada","American Indian/Alaska Native",NA,"yes"
2005,"Nevada","Asian/Pacific Islander",212.162272533391,"yes"
2005,"Nevada","Black",191.645647648774,"yes"
2005,"Nevada","Hispanic",194.326678306873,"yes"
2005,"Nevada","Two or more races",NA,"yes"
2005,"Nevada","White",218.579442185763,"yes"
2007,"Nevada","All students",210.819009123413,"yes"
2007,"Nevada","American Indian/Alaska Native",NA,"yes"
2007,"Nevada","Asian/Pacific Islander",219.618133659992,"yes"
2007,"Nevada","Black",201.741851593982,"yes"
2007,"Nevada","Hispanic",196.496576357762,"yes"
2007,"Nevada","Two or more races",NA,"yes"
2007,"Nevada","White",223.594414916537,"yes"
2009,"Nevada","All students",211.140588986901,"yes"
2009,"Nevada","American Indian/Alaska Native",NA,"yes"
2009,"Nevada","Asian/Pacific Islander",224.945390343696,"yes"
2009,"Nevada","Black",200.801058347405,"yes"
2009,"Nevada","Hispanic",199.246568845015,"yes"
2009,"Nevada","Two or more races",NA,"yes"
2009,"Nevada","White",221.856508919431,"yes"
2011,"Nevada","All students",212.575191683097,"yes"
2011,"Nevada","American Indian/Alaska Native",NA,"yes"
2011,"Nevada","Asian/Pacific Islander",221.615409658815,"yes"
2011,"Nevada","Black",201.883831613624,"yes"
2011,"Nevada","Hispanic",203.416118592723,"yes"
2011,"Nevada","Two or more races",222.998840389482,"yes"
2011,"Nevada","White",223.611402667141,"yes"
2013,"Nevada","All students",213.755313618138,"yes"
2013,"Nevada","American Indian/Alaska Native",NA,"yes"
2013,"Nevada","Asian/Pacific Islander",226.622237757298,"yes"
2013,"Nevada","Black",200.723206651261,"yes"
2013,"Nevada","Hispanic",202.102174758735,"yes"
2013,"Nevada","Two or more races",225.05359097099,"yes"
2013,"Nevada","White",226.481329465936,"yes"
2015,"Nevada","All students",214.425584466776,"yes"
2015,"Nevada","American Indian/Alaska Native",NA,"yes"
2015,"Nevada","Asian/Pacific Islander",233.073568032851,"yes"
2015,"Nevada","Black",199.872757640817,"yes"
2015,"Nevada","Hispanic",204.44208804551,"yes"
2015,"Nevada","Two or more races",223.375965236199,"yes"
2015,"Nevada","White",227.927577861759,"yes"
2017,"Nevada","All students",214.841696166346,"yes"
2017,"Nevada","American Indian/Alaska Native",NA,"yes"
2017,"Nevada","Asian/Pacific Islander",230.634178926792,"yes"
2017,"Nevada","Black",204.205813063719,"yes"
2017,"Nevada","Hispanic",205.248653743131,"yes"
2017,"Nevada","Two or more races",224.554661917566,"yes"
2017,"Nevada","White",227.299792418713,"yes"
2019,"Nevada","All students",217.617561606892,"yes"
2019,"Nevada","American Indian/Alaska Native",NA,"yes"
2019,"Nevada","Asian/Pacific Islander",229.825411767672,"yes"
2019,"Nevada","Black",199.534491553816,"yes"
2019,"Nevada","Hispanic",211.748412627026,"yes"
2019,"Nevada","Two or more races",224.485346411096,"yes"
2019,"Nevada","White",229.129579995749,"yes"
1992,"New Hampshire","All students",227.71482466698,"no"
1992,"New Hampshire","American Indian/Alaska Native",NA,"no"
1992,"New Hampshire","Asian/Pacific Islander",NA,"no"
1992,"New Hampshire","Black",NA,"no"
1992,"New Hampshire","Hispanic",NA,"no"
1992,"New Hampshire","Two or more races",NA,"no"
1992,"New Hampshire","White",227.789857869694,"no"
1994,"New Hampshire","All students",223.466139521211,"no"
1994,"New Hampshire","American Indian/Alaska Native",NA,"no"
1994,"New Hampshire","Asian/Pacific Islander",NA,"no"
1994,"New Hampshire","Black",NA,"no"
1994,"New Hampshire","Hispanic",NA,"no"
1994,"New Hampshire","Two or more races",NA,"no"
1994,"New Hampshire","White",223.579336429916,"no"
1998,"New Hampshire","All students",226.180531463344,"yes"
1998,"New Hampshire","All students",225.715641347558,"no"
1998,"New Hampshire","American Indian/Alaska Native",NA,"yes"
1998,"New Hampshire","American Indian/Alaska Native",NA,"no"
1998,"New Hampshire","Asian/Pacific Islander",NA,"yes"
1998,"New Hampshire","Asian/Pacific Islander",NA,"no"
1998,"New Hampshire","Black",NA,"yes"
1998,"New Hampshire","Black",NA,"no"
1998,"New Hampshire","Hispanic",NA,"yes"
1998,"New Hampshire","Hispanic",NA,"no"
1998,"New Hampshire","Two or more races",NA,"yes"
1998,"New Hampshire","Two or more races",NA,"no"
1998,"New Hampshire","White",226.698224973025,"yes"
1998,"New Hampshire","White",225.974164238843,"no"
2000,"New Hampshire","All students",NA,"yes"
2000,"New Hampshire","All students",NA,"no"
2000,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2000,"New Hampshire","American Indian/Alaska Native",NA,"no"
2000,"New Hampshire","Asian/Pacific Islander",NA,"yes"
2000,"New Hampshire","Asian/Pacific Islander",NA,"no"
2000,"New Hampshire","Black",NA,"yes"
2000,"New Hampshire","Black",NA,"no"
2000,"New Hampshire","Hispanic",NA,"yes"
2000,"New Hampshire","Hispanic",NA,"no"
2000,"New Hampshire","Two or more races",NA,"yes"
2000,"New Hampshire","Two or more races",NA,"no"
2000,"New Hampshire","White",NA,"yes"
2000,"New Hampshire","White",NA,"no"
2002,"New Hampshire","All students",NA,"yes"
2002,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2002,"New Hampshire","Asian/Pacific Islander",NA,"yes"
2002,"New Hampshire","Black",NA,"yes"
2002,"New Hampshire","Hispanic",NA,"yes"
2002,"New Hampshire","Two or more races",NA,"yes"
2002,"New Hampshire","White",NA,"yes"
2003,"New Hampshire","All students",227.789508496749,"yes"
2003,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2003,"New Hampshire","Asian/Pacific Islander",NA,"yes"
2003,"New Hampshire","Black",NA,"yes"
2003,"New Hampshire","Hispanic",205.813499705747,"yes"
2003,"New Hampshire","Two or more races",NA,"yes"
2003,"New Hampshire","White",228.618520982231,"yes"
2005,"New Hampshire","All students",227.438324133747,"yes"
2005,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2005,"New Hampshire","Asian/Pacific Islander",NA,"yes"
2005,"New Hampshire","Black",NA,"yes"
2005,"New Hampshire","Hispanic",NA,"yes"
2005,"New Hampshire","Two or more races",NA,"yes"
2005,"New Hampshire","White",227.668836464008,"yes"
2007,"New Hampshire","All students",229.017173352409,"yes"
2007,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2007,"New Hampshire","Asian/Pacific Islander",234.53595130497,"yes"
2007,"New Hampshire","Black",215.498371512352,"yes"
2007,"New Hampshire","Hispanic",209.456969510208,"yes"
2007,"New Hampshire","Two or more races",NA,"yes"
2007,"New Hampshire","White",229.726156666818,"yes"
2009,"New Hampshire","All students",229.144520432665,"yes"
2009,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2009,"New Hampshire","Asian/Pacific Islander",231.784776746106,"yes"
2009,"New Hampshire","Black",216.261992842519,"yes"
2009,"New Hampshire","Hispanic",216.738365230625,"yes"
2009,"New Hampshire","Two or more races",NA,"yes"
2009,"New Hampshire","White",229.90312535078,"yes"
2011,"New Hampshire","All students",230.392676367953,"yes"
2011,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2011,"New Hampshire","Asian/Pacific Islander",233.635318608192,"yes"
2011,"New Hampshire","Black",NA,"yes"
2011,"New Hampshire","Hispanic",216.567722252346,"yes"
2011,"New Hampshire","Two or more races",NA,"yes"
2011,"New Hampshire","White",231.223922880064,"yes"
2013,"New Hampshire","All students",231.998366395397,"yes"
2013,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2013,"New Hampshire","Asian/Pacific Islander",235.972194960555,"yes"
2013,"New Hampshire","Black",215.258452164958,"yes"
2013,"New Hampshire","Hispanic",208.789971626787,"yes"
2013,"New Hampshire","Two or more races",NA,"yes"
2013,"New Hampshire","White",233.424773340451,"yes"
2015,"New Hampshire","All students",231.949847648112,"yes"
2015,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2015,"New Hampshire","Asian/Pacific Islander",241.909830995259,"yes"
2015,"New Hampshire","Black",NA,"yes"
2015,"New Hampshire","Hispanic",217.041165606962,"yes"
2015,"New Hampshire","Two or more races",NA,"yes"
2015,"New Hampshire","White",233.153114890611,"yes"
2017,"New Hampshire","All students",228.900649270634,"yes"
2017,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2017,"New Hampshire","Asian/Pacific Islander",235.047544887325,"yes"
2017,"New Hampshire","Black",NA,"yes"
2017,"New Hampshire","Hispanic",214.565952372231,"yes"
2017,"New Hampshire","Two or more races",NA,"yes"
2017,"New Hampshire","White",229.660975178583,"yes"
2019,"New Hampshire","All students",224.264004126578,"yes"
2019,"New Hampshire","American Indian/Alaska Native",NA,"yes"
2019,"New Hampshire","Asian/Pacific Islander",231.769385140629,"yes"
2019,"New Hampshire","Black",NA,"yes"
2019,"New Hampshire","Hispanic",207.986862802771,"yes"
2019,"New Hampshire","Two or more races",NA,"yes"
2019,"New Hampshire","White",225.590000571694,"yes"
1992,"New Jersey","All students",222.963653783424,"no"
1992,"New Jersey","American Indian/Alaska Native",NA,"no"
1992,"New Jersey","Asian/Pacific Islander",231.174929742247,"no"
1992,"New Jersey","Black",198.013850413854,"no"
1992,"New Jersey","Hispanic",195.046751283859,"no"
1992,"New Jersey","Two or more races",NA,"no"
1992,"New Jersey","White",232.572660403769,"no"
1994,"New Jersey","All students",219.390468316229,"no"
1994,"New Jersey","American Indian/Alaska Native",NA,"no"
1994,"New Jersey","Asian/Pacific Islander",232.258598249813,"no"
1994,"New Jersey","Black",190.968970286457,"no"
1994,"New Jersey","Hispanic",193.269028956124,"no"
1994,"New Jersey","Two or more races",NA,"no"
1994,"New Jersey","White",230.747674688148,"no"
1998,"New Jersey","All students",NA,"yes"
1998,"New Jersey","All students",NA,"no"
1998,"New Jersey","American Indian/Alaska Native",NA,"yes"
1998,"New Jersey","American Indian/Alaska Native",NA,"no"
1998,"New Jersey","Asian/Pacific Islander",NA,"yes"
1998,"New Jersey","Asian/Pacific Islander",NA,"no"
1998,"New Jersey","Black",NA,"yes"
1998,"New Jersey","Black",NA,"no"
1998,"New Jersey","Hispanic",NA,"yes"
1998,"New Jersey","Hispanic",NA,"no"
1998,"New Jersey","Two or more races",NA,"yes"
1998,"New Jersey","Two or more races",NA,"no"
1998,"New Jersey","White",NA,"yes"
1998,"New Jersey","White",NA,"no"
2000,"New Jersey","All students",NA,"yes"
2000,"New Jersey","All students",NA,"no"
2000,"New Jersey","American Indian/Alaska Native",NA,"yes"
2000,"New Jersey","American Indian/Alaska Native",NA,"no"
2000,"New Jersey","Asian/Pacific Islander",NA,"yes"
2000,"New Jersey","Asian/Pacific Islander",NA,"no"
2000,"New Jersey","Black",NA,"yes"
2000,"New Jersey","Black",NA,"no"
2000,"New Jersey","Hispanic",NA,"yes"
2000,"New Jersey","Hispanic",NA,"no"
2000,"New Jersey","Two or more races",NA,"yes"
2000,"New Jersey","Two or more races",NA,"no"
2000,"New Jersey","White",NA,"yes"
2000,"New Jersey","White",NA,"no"
2002,"New Jersey","All students",NA,"yes"
2002,"New Jersey","American Indian/Alaska Native",NA,"yes"
2002,"New Jersey","Asian/Pacific Islander",NA,"yes"
2002,"New Jersey","Black",NA,"yes"
2002,"New Jersey","Hispanic",NA,"yes"
2002,"New Jersey","Two or more races",NA,"yes"
2002,"New Jersey","White",NA,"yes"
2003,"New Jersey","All students",225.07332803577,"yes"
2003,"New Jersey","American Indian/Alaska Native",NA,"yes"
2003,"New Jersey","Asian/Pacific Islander",235.324499726623,"yes"
2003,"New Jersey","Black",199.745432221778,"yes"
2003,"New Jersey","Hispanic",211.51012864394,"yes"
2003,"New Jersey","Two or more races",NA,"yes"
2003,"New Jersey","White",235.328219874203,"yes"
2005,"New Jersey","All students",223.298393451738,"yes"
2005,"New Jersey","American Indian/Alaska Native",NA,"yes"
2005,"New Jersey","Asian/Pacific Islander",241.284554757784,"yes"
2005,"New Jersey","Black",199.402643788339,"yes"
2005,"New Jersey","Hispanic",206.445067802012,"yes"
2005,"New Jersey","Two or more races",NA,"yes"
2005,"New Jersey","White",232.470339982985,"yes"
2007,"New Jersey","All students",230.64697200838,"yes"
2007,"New Jersey","American Indian/Alaska Native",NA,"yes"
2007,"New Jersey","Asian/Pacific Islander",244.956551013599,"yes"
2007,"New Jersey","Black",212.188327461293,"yes"
2007,"New Jersey","Hispanic",214.299315385765,"yes"
2007,"New Jersey","Two or more races",NA,"yes"
2007,"New Jersey","White",238.194334471792,"yes"
2009,"New Jersey","All students",229.394486392659,"yes"
2009,"New Jersey","American Indian/Alaska Native",NA,"yes"
2009,"New Jersey","Asian/Pacific Islander",246.37958563845,"yes"
2009,"New Jersey","Black",212.602755864661,"yes"
2009,"New Jersey","Hispanic",213.31953751349,"yes"
2009,"New Jersey","Two or more races",NA,"yes"
2009,"New Jersey","White",237.257065814115,"yes"
2011,"New Jersey","All students",231.23762972371,"yes"
2011,"New Jersey","American Indian/Alaska Native",NA,"yes"
2011,"New Jersey","Asian/Pacific Islander",247.476801792499,"yes"
2011,"New Jersey","Black",215.641602647918,"yes"
2011,"New Jersey","Hispanic",216.105250910304,"yes"
2011,"New Jersey","Two or more races",NA,"yes"
2011,"New Jersey","White",238.965066757447,"yes"
2013,"New Jersey","All students",228.719744067642,"yes"
2013,"New Jersey","American Indian/Alaska Native",NA,"yes"
2013,"New Jersey","Asian/Pacific Islander",250.250257384257,"yes"
2013,"New Jersey","Black",211.334255389367,"yes"
2013,"New Jersey","Hispanic",211.566546636184,"yes"
2013,"New Jersey","Two or more races",NA,"yes"
2013,"New Jersey","White",237.78434269588,"yes"
2015,"New Jersey","All students",229.487674441138,"yes"
2015,"New Jersey","American Indian/Alaska Native",NA,"yes"
2015,"New Jersey","Asian/Pacific Islander",250.049933178424,"yes"
2015,"New Jersey","Black",213.16540696895,"yes"
2015,"New Jersey","Hispanic",216.034830109098,"yes"
2015,"New Jersey","Two or more races",NA,"yes"
2015,"New Jersey","White",238.702442016002,"yes"
2017,"New Jersey","All students",232.943318467524,"yes"
2017,"New Jersey","American Indian/Alaska Native",NA,"yes"
2017,"New Jersey","Asian/Pacific Islander",248.415937323422,"yes"
2017,"New Jersey","Black",215.749343857423,"yes"
2017,"New Jersey","Hispanic",217.767284961892,"yes"
2017,"New Jersey","Two or more races",NA,"yes"
2017,"New Jersey","White",242.96590112226,"yes"
2019,"New Jersey","All students",227.189417167925,"yes"
2019,"New Jersey","American Indian/Alaska Native",NA,"yes"
2019,"New Jersey","Asian/Pacific Islander",247.016750793857,"yes"
2019,"New Jersey","Black",210.985441914679,"yes"
2019,"New Jersey","Hispanic",212.55998752146,"yes"
2019,"New Jersey","Two or more races",NA,"yes"
2019,"New Jersey","White",237.803879981863,"yes"
1992,"New Mexico","All students",210.738443984213,"no"
1992,"New Mexico","American Indian/Alaska Native",199.671279453128,"no"
1992,"New Mexico","Asian/Pacific Islander",NA,"no"
1992,"New Mexico","Black",201.747283754493,"no"
1992,"New Mexico","Hispanic",199.45096464508,"no"
1992,"New Mexico","Two or more races",NA,"no"
1992,"New Mexico","White",222.512537909158,"no"
1994,"New Mexico","All students",204.535910683103,"no"
1994,"New Mexico","American Indian/Alaska Native",178.284168029672,"no"
1994,"New Mexico","Asian/Pacific Islander",NA,"no"
1994,"New Mexico","Black",195.742425310946,"no"
1994,"New Mexico","Hispanic",196.735119203416,"no"
1994,"New Mexico","Two or more races",NA,"no"
1994,"New Mexico","White",219.637591060453,"no"
1998,"New Mexico","All students",204.868936810269,"yes"
1998,"New Mexico","All students",205.948605264999,"no"
1998,"New Mexico","American Indian/Alaska Native",180.237731739305,"yes"
1998,"New Mexico","American Indian/Alaska Native",174.662315916305,"no"
1998,"New Mexico","Asian/Pacific Islander",NA,"yes"
1998,"New Mexico","Asian/Pacific Islander",NA,"no"
1998,"New Mexico","Black",195.929233001542,"yes"
1998,"New Mexico","Black",195.670323642173,"no"
1998,"New Mexico","Hispanic",195.294979242117,"yes"
1998,"New Mexico","Hispanic",198.272350906921,"no"
1998,"New Mexico","Two or more races",NA,"yes"
1998,"New Mexico","Two or more races",NA,"no"
1998,"New Mexico","White",222.236516863372,"yes"
1998,"New Mexico","White",223.570427746981,"no"
2000,"New Mexico","All students",NA,"yes"
2000,"New Mexico","All students",NA,"no"
2000,"New Mexico","American Indian/Alaska Native",NA,"yes"
2000,"New Mexico","American Indian/Alaska Native",NA,"no"
2000,"New Mexico","Asian/Pacific Islander",NA,"yes"
2000,"New Mexico","Asian/Pacific Islander",NA,"no"
2000,"New Mexico","Black",NA,"yes"
2000,"New Mexico","Black",NA,"no"
2000,"New Mexico","Hispanic",NA,"yes"
2000,"New Mexico","Hispanic",NA,"no"
2000,"New Mexico","Two or more races",NA,"yes"
